t,x
48.859999999999999,-109.40000000000001
48.899999999999999,-108.40000000000001
48.93,-105.8
48.960000000000001,-91.390000000000001
49,-82.980000000000004
49.030000000000001,-59.159999999999997
49.060000000000002,-43.890000000000001
49.100000000000001,-29.719999999999999
49.130000000000003,-21.649999999999999
49.159999999999997,-5.6509999999999998
49.200000000000003,10.27
49.229999999999997,24.989999999999998
49.259999999999998,48.340000000000003
49.299999999999997,49.43
49.329999999999998,55.899999999999999
49.359999999999999,59.100000000000001
49.399999999999999,59.57
49.43,60.049999999999997
49.460000000000001,61.100000000000001
49.5,53.200000000000003
49.530000000000001,41.270000000000003
49.560000000000002,26.93
49.600000000000001,11.039999999999999
49.630000000000003,-6.7069999999999999
49.659999999999997,-24.100000000000001
49.700000000000003,-50.049999999999997
49.729999999999997,-56.479999999999997
49.759999999999998,-69.790000000000006
49.799999999999997,-81.170000000000002
49.829999999999998,-87.450000000000003
49.859999999999999,-90.5
49.899999999999999,-92.069999999999993
49.93,-90.709999999999994
49.960000000000001,-89.280000000000001
50,-79.409999999999997
50.030000000000001,-64.620000000000005
50.060000000000002,-52.350000000000001
50.100000000000001,-37.149999999999999
50.130000000000003,-23.469999999999999
50.159999999999997,-7.3339999999999996
50.200000000000003,7.4409999999999998
50.229999999999997,16.27
50.259999999999998,38.509999999999998
50.299999999999997,50.759999999999998
50.329999999999998,59.840000000000003
50.359999999999999,58.710000000000001
50.399999999999999,59.049999999999997
50.43,58.740000000000002
50.460000000000001,66.349999999999994
50.5,61.18
50.530000000000001,50.5
50.560000000000002,38.630000000000003
50.600000000000001,22.690000000000001
50.630000000000003,7.0899999999999999
50.659999999999997,-8.8089999999999993
50.700000000000003,-27.190000000000001
50.729999999999997,-42.009999999999998
50.759999999999998,-57.490000000000002
50.799999999999997,-67.530000000000001
50.829999999999998,-75.120000000000005
50.859999999999999,-79.519999999999996
50.899999999999999,-88.510000000000005
50.93,-86.810000000000002
50.960000000000001,-85.819999999999993
51,-78.120000000000005
51.030000000000001,-71.200000000000003
51.060000000000002,-74.659999999999997
51.100000000000001,-43.520000000000003
51.130000000000003,-45.969999999999999
51.159999999999997,-30.539999999999999
51.200000000000003,-22.399999999999999
51.229999999999997,6.8150000000000004
51.259999999999998,21.57
51.299999999999997,33.5
51.329999999999998,45.479999999999997
51.359999999999999,52.719999999999999
51.399999999999999,67.959999999999994
51.43,70.010000000000005
51.460000000000001,69.840000000000003
51.5,53.759999999999998
51.530000000000001,47.68
51.560000000000002,39.270000000000003
51.600000000000001,27.84
51.630000000000003,14.31
51.659999999999997,-1.9990000000000001
51.700000000000003,-18.670000000000002
51.729999999999997,-37.460000000000001
51.759999999999998,-52.030000000000001
51.799999999999997,-63.590000000000003
51.829999999999998,-75.150000000000006
51.859999999999999,-86.25
51.899999999999999,-90.530000000000001
51.93,-96.25
51.960000000000001,-99.159999999999997
52,-95.879999999999995
52.030000000000001,-80.920000000000002
52.060000000000002,-82.349999999999994
52.100000000000001,-71.439999999999998
52.130000000000003,-57.850000000000001
52.159999999999997,-43.109999999999999
52.200000000000003,-24.579999999999998
52.229999999999997,-8.4359999999999999
52.259999999999998,6.2409999999999997
52.299999999999997,23.440000000000001
52.329999999999998,36.289999999999999
52.359999999999999,47.479999999999997
52.399999999999999,55.18
52.43,61.710000000000001
52.460000000000001,62.119999999999997
52.5,62.25
52.530000000000001,57.950000000000003
52.560000000000002,50.780000000000001
52.600000000000001,39.299999999999997
52.630000000000003,26.030000000000001
